CEVA,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"CEVA: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=52.5009%, slope=RISING. Extended support: PPO=BEARISH, RSI=74.1684, ADX=40.8059 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.0048% HIGH, 52W=NEAR_HIGH.","CEVA: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=52.5009%, slope=RISING. Extended support: PPO=BEARISH, RSI=74.1684, ADX=40.8059 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.0048% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,23.5408,35.9,52.5009,4.9621,RISING,0.2488,0.2676,-0.0188,0.9437,0.9471,-0.0034,1.6041,1.5295,0.0746,5.027,5.0385,-0.0115,BEARISH,74.1684,BULLISH,40.8059,38.0986,13.9483,BULLISH,STRONG,-4259743.0,ACCUMULATION,0.4235,ACCUMULATION,6.0048,HIGH,37.07,17.02,-3.1562,110.9283,NEAR_HIGH
DQ,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"DQ: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-17.9048%, slope=FALLING. Extended support: PPO=BEARISH, RSI=43.1431, ADX=29.0396 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.2654% HIGH, 52W=MID_RANGE.","DQ: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-17.9048%, slope=FALLING. Extended support: PPO=BEARISH, RSI=43.1431, ADX=29.0396 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.2654% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BEARISH_STRONG,NEUTRAL,HIGH,23.7894,19.53,-17.9048,-2.7865,FALLING,0.0967,0.0407,0.056,-0.1856,-0.2483,0.0627,-0.3393,-0.336,-0.0033,-1.7099,-1.6738,-0.0361,BEARISH,43.1431,NEUTRAL,29.0396,14.6174,33.8847,BEARISH,STRONG,-28286067.0,DISTRIBUTION,0.1432,ACCUMULATION,6.2654,HIGH,36.59,12.83,-46.6248,52.2214,MID_RANGE
DVLT,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"DVLT: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-85.1508%, slope=FALLING. Extended support: PPO=BEARISH, RSI=38.4864, ADX=20.3472 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=11.0249% HIGH, 52W=MID_RANGE.","DVLT: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-85.1508%, slope=FALLING. Extended support: PPO=BEARISH, RSI=38.4864, ADX=20.3472 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=11.0249% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BEARISH_WEAK,BEARISH,HIGH,3.6985,0.5492,-85.1508,-15.3338,FALLING,0.0032,0.0022,0.0009,-0.0187,-0.0225,0.0038,-0.027,-0.0233,-0.0038,-4.4459,-3.7273,-0.7186,BEARISH,38.4864,BEARISH,20.3472,22.98,31.9365,BEARISH,WEAK,896653398.0,ACCUMULATION,-0.2976,DISTRIBUTION,11.0249,HIGH,4.1,0.25,-86.6049,119.68,MID_RANGE
ENPH,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ENPH: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-5.2046%, slope=FALLING. Extended support: PPO=BULLISH, RSI=58.5056, ADX=15.709 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.9612% HIGH, 52W=MID_RANGE.","ENPH: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-5.2046%, slope=FALLING. Extended support: PPO=BULLISH, RSI=58.5056, ADX=15.709 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.9612% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_WEAK,NEUTRAL,HIGH,40.2498,38.155,-5.2046,-3.1516,FALLING,0.3714,0.2672,0.1042,0.4762,0.3422,0.1339,0.4464,0.229,0.2174,1.265,0.6517,0.6133,BULLISH,58.5056,NEUTRAL,15.709,23.926,19.985,BULLISH,WEAK,-131843246.0,ACCUMULATION,-0.0398,NEUTRAL,5.9612,HIGH,54.43,25.78,-29.9008,48.0023,MID_RANGE
FORM,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,STATUS_QUO_NO_CROSSOVER,STATUS_QUO,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FORM: L1=REGIME_UNSTABLE; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=83.2801%, slope=RISING. Extended support: PPO=BEARISH, RSI=63.1848, ADX=39.5958 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.8144% HIGH, 52W=MID_RANGE.","FORM: L1=REGIME_UNSTABLE; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=83.2801%, slope=RISING. Extended support: PPO=BEARISH, RSI=63.1848, ADX=39.5958 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.8144% HIGH, 52W=MID_RANGE.",STATUS_QUO_NO_CROSSOVER,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,80.3906,147.34,83.2801,19.996,RISING,0.1314,0.2816,-0.1502,1.3057,1.2079,0.0978,1.9175,1.9201,-0.0027,1.347,1.3689,-0.022,BEARISH,63.1848,BULLISH,39.5958,26.2832,13.6893,BULLISH,STRONG,20508127.0,ACCUMULATION,-0.0381,NEUTRAL,6.8144,HIGH,159.09,26.08,-7.3858,464.954,MID_RANGE
FSLR,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FSLR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.3411%, slope=FALLING. Extended support: PPO=BULLISH, RSI=70.3733, ADX=21.2136 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.1765% MEDIUM, 52W=MID_RANGE.","FSLR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.3411%, slope=FALLING. Extended support: PPO=BULLISH, RSI=70.3733, ADX=21.2136 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.1765% MEDIUM, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,MEDIUM,212.6189,232.48,9.3411,-0.9852,FALLING,2.2399,1.4249,0.815,3.1073,2.6869,0.4204,4.2969,3.3214,0.9755,2.024,1.5907,0.4333,BULLISH,70.3733,BULLISH,21.2136,31.2253,9.6425,BULLISH,WEAK,133006629.0,ACCUMULATION,0.0505,ACCUMULATION,4.1765,MEDIUM,285.99,133.75,-18.7104,73.8168,MID_RANGE
FTCI,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FTCI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-36.6966%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.3811, ADX=21.4593 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=12.9032% HIGH, 52W=MID_RANGE.","FTCI: L1=REGIME_UNSTABLE; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Recovery is visible below the daily timeframe, but the support profile is not strong enough for an accumulation watch. Support profile: PPO bearish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-36.6966%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.3811, ADX=21.4593 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=12.9032% HIGH, 52W=MID_RANGE.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,6.6821,4.23,-36.6966,-6.3753,FALLING,0.0038,0.0274,-0.0236,-0.0421,-0.0646,0.0225,-0.0615,-0.039,-0.0225,-1.3871,-0.8884,-0.4987,BEARISH,45.3811,NEUTRAL,21.4593,21.3689,28.5576,BEARISH,WEAK,29324881.0,DISTRIBUTION,0.0242,NEUTRAL,12.9032,HIGH,12.75,3.205,-66.8235,31.9813,MID_RANGE
GCTS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BEAR_CROSSOVER,PROTECT_CAPITAL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"GCTS: L1=REGIME_UNSTABLE; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=13.6372%, slope=FALLING. Extended support: PPO=BULLISH, RSI=65.8571, ADX=41.8979 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.471% HIGH, 52W=MID_RANGE.","GCTS: L1=REGIME_UNSTABLE; L2=PRE_BEAR_CROSSOVER (MEDIUM); Capital_Action=PROTECT_CAPITAL. The 1D MACD structure is still bullish, but deterioration is visible through lower timeframe or supporting indicators. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=13.6372%, slope=FALLING. Extended support: PPO=BULLISH, RSI=65.8571, ADX=41.8979 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.471% HIGH, 52W=MID_RANGE.",PRE_BEAR_CROSSOVER,BULLISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BULLISH_STRONG,BULLISH,HIGH,1.4335,1.629,13.6372,-0.338,FALLING,0.0113,0.018,-0.0067,0.0339,0.0302,0.0037,0.0438,0.0367,0.0071,2.9236,2.5151,0.4085,BULLISH,65.8571,BULLISH,41.8979,41.2243,7.7238,BULLISH,STRONG,215324373.0,DISTRIBUTION,-0.3887,DISTRIBUTION,8.471,HIGH,2.47,0.9,-34.0486,81.0,MID_RANGE
HIMX,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"HIMX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=140.8791%, slope=RISING. Extended support: PPO=BULLISH, RSI=86.7956, ADX=45.7456 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.7071% HIGH, 52W=NEAR_HIGH.","HIMX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=140.8791%, slope=RISING. Extended support: PPO=BULLISH, RSI=86.7956, ADX=45.7456 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.7071% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,9.0294,21.75,140.8791,9.5447,RISING,0.8359,0.6895,0.1464,1.1452,0.7649,0.3803,1.1871,0.7171,0.4699,8.2189,5.3238,2.8951,BULLISH,86.7956,BULLISH,45.7456,54.9758,5.3873,BULLISH,STRONG,44249368.0,ACCUMULATION,0.1689,ACCUMULATION,6.7071,HIGH,21.8,6.85,-0.2294,217.5183,NEAR_HIGH
ICHR,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ICHR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=102.9003%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.9252, ADX=32.1689 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.3969% HIGH, 52W=NEAR_HIGH.","ICHR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=102.9003%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.9252, ADX=32.1689 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.3969% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,37.8462,76.79,102.9003,21.3619,RISING,0.8128,0.7113,0.1014,1.2463,0.9241,0.3222,1.669,1.4079,0.2611,2.3886,2.0661,0.3224,BULLISH,69.9252,BULLISH,32.1689,30.2278,15.9918,BULLISH,STRONG,24596942.0,DISTRIBUTION,0.4578,ACCUMULATION,6.3969,HIGH,78.0,13.12,-1.5513,485.2896,NEAR_HIGH
IMOS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"IMOS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=72.0249%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.1465, ADX=30.3179 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.5443% HIGH, 52W=MID_RANGE.","IMOS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=72.0249%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.1465, ADX=30.3179 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.5443% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,33.1841,57.085,72.0249,11.4637,RISING,-0.1091,0.1681,-0.2772,1.6948,1.7805,-0.0857,2.1374,1.7803,0.3571,4.0981,3.5228,0.5753,BULLISH,67.1465,BULLISH,30.3179,43.2017,17.5454,BULLISH,STRONG,1271380.0,ACCUMULATION,-0.0008,NEUTRAL,5.5443,HIGH,61.27,15.06,-6.8304,279.0504,MID_RANGE
INDI,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"INDI: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.5317%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.7971, ADX=38.1512 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.2932% HIGH, 52W=MID_RANGE.","INDI: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.5317%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.7971, ADX=38.1512 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.2932% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,3.7377,4.5799,22.5317,1.0258,RISING,0.018,-0.0013,0.0193,0.0397,0.0537,-0.014,0.1382,0.1537,-0.0155,3.2593,3.7446,-0.4854,BEARISH,69.7971,BULLISH,38.1512,37.235,18.6843,BULLISH,STRONG,-232403358.0,DISTRIBUTION,0.0035,NEUTRAL,7.2932,HIGH,6.05,2.29,-24.2992,99.9956,MID_RANGE
