SETUP_REJECT_EXTENDED_UP,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_REJECT_GAP_UP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_REJECT_HIGH_ATRP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_RSI_MIN,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_RSI_MAX,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_RSI_HEADROOM_FULL_SCORE_PCT,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_RSI_HEADROOM_MIN_SCORE_PCT,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETUP_OUTPUT_ONLY_CONFIRMED,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUICK_CROSSOVER_OUTPUT_ONLY_PROBABLES,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUICK_CROSSOVER_INCLUDE_BASELINE_WATCHLIST,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUICK_CROSSOVER_INCLUDE_INPUT_SYMBOLS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUICK_CROSSOVER_UPDATE_BASELINE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUICK_CROSSOVER_BASELINE_STATES,PRE_BULL_CROSSOVER|PRE_BEAR_CROSSOVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUICK_CROSSOVER_STATES,PRE_BULL_CROSSOVER|PRE_BEAR_CROSSOVER|EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USE_LIVE_PRICE_FOR_DAILY,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVE_PRICE_INTERVAL,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVE_PRICE_PERIOD,1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIVE_PRICE_PREPOST,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_PERIOD_1D,5y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_PERIOD_4H,60d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_PERIOD_1H,30d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE_GENERIC_FACTS,EMA200|PRICE_CONTEXT|SESSION_CONTEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_SYMBOLS,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCCESS_COUNT,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAILED,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILTERED_OUT,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRE_BULL_CROSSOVER,17,16.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,79,75.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRE_BEAR_CROSSOVER,9,8.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN_MODE,QUICK_CROSSOVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,Zone,L1_State,L1_Reason,L2_Hypothesis,Capital_Action,L2_MACD,L2_Confidence,L2_Indicators_Used,L3_Substantiation,PMDE_Explanation,Final_State,Momentum_State,Participation_State,Trend_Strength_State,Exhaustion_State,Volatility_State,Session_State,Session_Change_Pct,Opening_Gap_Pct,Intraday_Change_Pct,Gap_State,EMA200,EMA200_Status,EMA200_Data_Points,EMA200_Reason,Latest_Price,EMA200_D_Pct,EMA200_Slope_Pct,EMA200_Slope_State,MACD_1H,SIGNAL_1H,HISTOGRAM_1H,MACD_4H,SIGNAL_4H,HISTOGRAM_4H,MACD_1D,SIGNAL_1D,HISTOGRAM_1D,PPO_1D,PPO_SIGNAL_1D,PPO_HISTOGRAM_1D,PPO_STATE_1D,RSI_1D,RSI_STATE_1D,ADX_1D,DI_PLUS_1D,DI_MINUS_1D,ADX_DIRECTION_1D,ADX_STRENGTH_1D,OBV_1D,OBV_STATE_1D,CMF_1D,CMF_STATE_1D,ATRP_1D,ATRP_RISK_1D,High_52W,Low_52W,Distance_From_52W_High_Pct,Distance_From_52W_Low_Pct,Price_Context_State
ALAB,BULL_ZONE,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,WATCH_NOT_CHASE,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ALAB: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=47.8141%, slope=RISING. Extended support: PPO=BEARISH, RSI=67.5883, ADX=39.0976 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.971% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 9.5832%.","ALAB: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=47.8141%, slope=RISING. Extended support: PPO=BEARISH, RSI=67.5883, ADX=39.0976 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.971% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 9.5832%.",PRE_BULL_CROSSOVER,BEARISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,EXTENDED_UP,9.5832,1.2499,8.2305,NO_GAP,151.5485,VALID,539,,224.01,47.8141,7.3233,RISING,7.4148,5.9272,1.4875,6.5942,4.6641,1.9302,14.9583,15.2428,-0.2846,7.7668,8.1356,-0.3688,BEARISH,67.5883,BULLISH,39.0976,33.2214,11.5121,BULLISH,STRONG,147107330,ACCUMULATION,0.2422,ACCUMULATION,6.971,HIGH,262.9,81.14,-14.7927,176.0784,MID_RANGE
ALGM,BULL_ZONE,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ALGM: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bullish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=35.7363%, slope=RISING. Extended support: PPO=BEARISH, RSI=56.9025, ADX=26.9631 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=5.8744% HIGH, 52W=MID_RANGE, Session=NORMAL 0.2398%, Gap=GAP_UP 3.8151%.","ALGM: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bullish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=35.7363%, slope=RISING. Extended support: PPO=BEARISH, RSI=56.9025, ADX=26.9631 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=5.8744% HIGH, 52W=MID_RANGE, Session=NORMAL 0.2398%, Gap=GAP_UP 3.8151%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BEARISH_STRONG,NEUTRAL,HIGH,NORMAL,0.2398,3.8151,-3.4439,GAP_UP,33.8745,VALID,1255,,45.98,35.7363,8.1226,RISING,-0.257,-0.3062,0.0492,0.0622,0.4894,-0.4272,2.466,3.1875,-0.7215,5.5064,7.2353,-1.7289,BEARISH,56.9025,NEUTRAL,26.9631,22.6766,30.5952,BEARISH,STRONG,-25332744,DISTRIBUTION,0.343,ACCUMULATION,5.8744,HIGH,51.4,22.41,-10.5448,105.1763,MID_RANGE
AMKR,BULL_ZONE,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"AMKR: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bullish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=64.8672%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.9474, ADX=23.0561 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.8237% HIGH, 52W=MID_RANGE, Session=NORMAL 1.5929%, Gap=GAP_UP 3.3628%.","AMKR: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bullish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=64.8672%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.9474, ADX=23.0561 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.8237% HIGH, 52W=MID_RANGE, Session=NORMAL 1.5929%, Gap=GAP_UP 3.3628%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,HIGH,NORMAL,1.5929,3.3628,-1.7123,GAP_UP,45.2607,VALID,1255,,74.62,64.8672,15.4619,RISING,0.1734,-0.0103,0.1836,0.8813,1.1623,-0.2809,4.0483,4.677,-0.6287,5.7603,6.7863,-1.026,BEARISH,60.9474,BULLISH,23.0561,29.0152,25.7117,BULLISH,WEAK,138379303,ACCUMULATION,0.2421,ACCUMULATION,5.8237,HIGH,79.23,17.5809,-5.8185,324.438,MID_RANGE
AOSL,BULL_ZONE,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,WATCH_NOT_CHASE,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"AOSL: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today; opened with a bullish gap. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=53.9862%, slope=RISING. Extended support: PPO=BEARISH, RSI=57.9179, ADX=46.7983 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=9.8302% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 10.2601%, Gap=GAP_UP 5.965%.","AOSL: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today; opened with a bullish gap. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=53.9862%, slope=RISING. Extended support: PPO=BEARISH, RSI=57.9179, ADX=46.7983 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=9.8302% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 10.2601%, Gap=GAP_UP 5.965%.",PRE_BULL_CROSSOVER,BEARISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,NEUTRAL,HIGH,EXTENDED_UP,10.2601,5.965,4.0533,GAP_UP,27.009,VALID,1255,,41.5901,53.9862,12.3042,RISING,1.3042,1.0282,0.276,-0.1569,-0.4432,0.2863,2.0388,2.8043,-0.7656,5.3262,7.4686,-2.1424,BEARISH,57.9179,NEUTRAL,46.7983,35.515,17.8287,BULLISH,STRONG,1343195,ACCUMULATION,0.1471,ACCUMULATION,9.8302,HIGH,49.97,17.01,-16.7699,144.5038,MID_RANGE
ARM,BULL_ZONE,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,WATCH_NOT_CHASE,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ARM: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=50.7719%, slope=RISING. Extended support: PPO=BEARISH, RSI=61.7777, ADX=35.3126 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.5838% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 6.3654%.","ARM: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=WATCH_NOT_CHASE. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Price is already extended in the current session, so do not chase the move. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=50.7719%, slope=RISING. Extended support: PPO=BEARISH, RSI=61.7777, ADX=35.3126 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.5838% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 6.3654%.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,EXTENDED_UP,6.3654,1.9623,4.3184,NO_GAP,146.6818,VALID,668,,221.155,50.7719,9.5306,RISING,3.1296,2.0469,1.0827,3.6554,3.5666,0.0888,13.4013,15.0915,-1.6902,6.6942,7.7124,-1.0182,BEARISH,61.7777,BULLISH,35.3126,32.2565,18.4991,BULLISH,STRONG,309717311,DISTRIBUTION,0.203,ACCUMULATION,6.5838,HIGH,239.5,100.02,-7.6597,121.1108,MID_RANGE
ARQQ,BEAR_ZONE,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,WAIT_FOR_1D_CONFIRMATION,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ARQQ: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-36.4118%, slope=FALLING. Extended support: PPO=BEARISH, RSI=44.5325, ADX=13.207 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.4174% HIGH, 52W=MID_RANGE, Session=NORMAL -3.9583%.","ARQQ: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-36.4118%, slope=FALLING. Extended support: PPO=BEARISH, RSI=44.5325, ADX=13.207 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=8.4174% HIGH, 52W=MID_RANGE, Session=NORMAL -3.9583%.",EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,BEARISH,OBV=DISTRIBUTION;CMF=DISTRIBUTION,BEARISH_WEAK,NEUTRAL,HIGH,NORMAL,-3.9583,-2.0833,-1.9149,NO_GAP,21.7493,VALID,1255,,13.83,-36.4118,-6.5919,FALLING,-0.293,-0.2967,0.0037,-0.1821,-0.0297,-0.1524,0.0127,0.1303,-0.1176,0.087,0.8902,-0.8031,BEARISH,44.5325,NEUTRAL,13.207,20.0152,23.7904,BEARISH,WEAK,18852110,DISTRIBUTION,-0.181,DISTRIBUTION,8.4174,HIGH,62,11.52,-77.6935,20.0521,MID_RANGE
