CEVA,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"CEVA: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=54.174%, slope=RISING. Extended support: PPO=BULLISH, RSI=75.8688, ADX=40.8059 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.9386% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,23.5448,36.3,54.174,4.9799,RISING,0.2752,0.2834,-0.0082,0.9711,0.9562,0.0148,1.6314,1.5386,0.0928,5.1029,5.0638,0.0391,BULLISH,75.8688,BULLISH,40.8059,38.0986,13.9483,BULLISH,STRONG,-4204650.0,ACCUMULATION,0.4368,ACCUMULATION,5.9386,HIGH,37.07,17.02,-2.0772,113.2785,NEAR_HIGH,"CEVA: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=54.174%, slope=RISING. Extended support: PPO=BULLISH, RSI=75.8688, ADX=40.8059 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.9386% HIGH, 52W=NEAR_HIGH."
DQ,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"DQ: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-18.4676%, slope=FALLING. Extended support: PPO=BEARISH, RSI=42.2671, ADX=29.1244 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.2833% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BEARISH_STRONG,NEUTRAL,HIGH,23.7881,19.395,-18.4676,-2.792,FALLING,0.0565,0.0095,0.0469,-0.1948,-0.2514,0.0566,-0.3485,-0.3391,-0.0095,-1.7583,-1.69,-0.0683,BEARISH,42.2671,NEUTRAL,29.1244,14.2671,34.0237,BEARISH,STRONG,-28656642.0,DISTRIBUTION,0.1248,ACCUMULATION,6.2833,HIGH,36.59,12.83,-46.9937,51.1691,MID_RANGE,"DQ: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-18.4676%, slope=FALLING. Extended support: PPO=BEARISH, RSI=42.2671, ADX=29.1244 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.2833% HIGH, 52W=MID_RANGE."
DVLT,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"DVLT: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-85.1346%, slope=FALLING. Extended support: PPO=BEARISH, RSI=38.5611, ADX=20.3472 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=11.0129% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BEARISH_WEAK,BEARISH,HIGH,3.6985,0.5498,-85.1346,-15.3337,FALLING,0.0031,0.0017,0.0013,-0.0187,-0.0225,0.0038,-0.027,-0.0232,-0.0038,-4.4385,-3.7249,-0.7136,BEARISH,38.5611,BEARISH,20.3472,22.98,31.9365,BEARISH,WEAK,894944926.0,ACCUMULATION,-0.2961,DISTRIBUTION,11.0129,HIGH,4.1,0.25,-86.5902,119.92,MID_RANGE,"DVLT: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI weak; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-85.1346%, slope=FALLING. Extended support: PPO=BEARISH, RSI=38.5611, ADX=20.3472 BEARISH/WEAK, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=11.0129% HIGH, 52W=MID_RANGE."
ENPH,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ENPH: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-4.6755%, slope=FALLING. Extended support: PPO=BULLISH, RSI=59.0176, ADX=15.709 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.9278% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_WEAK,NEUTRAL,HIGH,40.252,38.37,-4.6755,-3.1465,FALLING,0.3277,0.216,0.1117,0.4909,0.3471,0.1437,0.4611,0.2339,0.2272,1.3054,0.6652,0.6403,BULLISH,59.0176,NEUTRAL,15.709,23.926,19.985,BULLISH,WEAK,-132095427.0,ACCUMULATION,-0.0384,NEUTRAL,5.9278,HIGH,54.43,25.78,-29.5058,48.8363,MID_RANGE,"ENPH: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; OBV accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BEAR_ZONE, distance=-4.6755%, slope=FALLING. Extended support: PPO=BULLISH, RSI=59.0176, ADX=15.709 BULLISH/WEAK, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.9278% HIGH, 52W=MID_RANGE."
FORM,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,STATUS_QUO_NO_CROSSOVER,STATUS_QUO,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FORM: L1=REGIME_UNSTABLE; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=83.3045%, slope=RISING. Extended support: PPO=BEARISH, RSI=63.2068, ADX=39.5958 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.8135% HIGH, 52W=MID_RANGE.",STATUS_QUO_NO_CROSSOVER,BEARISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,80.3908,147.36,83.3045,19.9963,RISING,0.2363,0.3668,-0.1305,1.3071,1.2084,0.0987,1.9189,1.9206,-0.0017,1.3479,1.3692,-0.0214,BEARISH,63.2068,BULLISH,39.5958,26.2832,13.6893,BULLISH,STRONG,20607428.0,ACCUMULATION,-0.0378,NEUTRAL,6.8135,HIGH,159.09,26.08,-7.3732,465.0307,MID_RANGE,"FORM: L1=REGIME_UNSTABLE; L2=STATUS_QUO_NO_CROSSOVER (MEDIUM); Capital_Action=STATUS_QUO. Mixed timeframe signals are present. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=83.3045%, slope=RISING. Extended support: PPO=BEARISH, RSI=63.2068, ADX=39.5958 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=6.8135% HIGH, 52W=MID_RANGE."
FSLR,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_OR_GROW,BULLISH,HIGH,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FSLR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.911%, slope=FALLING. Extended support: PPO=BULLISH, RSI=70.8742, ADX=21.2069 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.1513% MEDIUM, 52W=MID_RANGE.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_WEAK,BULLISH,MEDIUM,212.6311,233.705,9.911,-0.9795,FALLING,1.9466,1.0324,0.9141,3.1911,2.7148,0.4763,4.3807,3.3494,1.0313,2.0617,1.6032,0.4584,BULLISH,70.8742,BULLISH,21.2069,31.1696,9.6504,BULLISH,WEAK,132905311.0,ACCUMULATION,0.0532,ACCUMULATION,4.1513,MEDIUM,285.99,133.75,-18.2821,74.7327,MID_RANGE,"FSLR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (HIGH); Capital_Action=HOLD_OR_GROW. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure weak. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=9.911%, slope=FALLING. Extended support: PPO=BULLISH, RSI=70.8742, ADX=21.2069 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.1513% MEDIUM, 52W=MID_RANGE."
FTCI,BEAR_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"FTCI: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-35.9531%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.9361, ADX=21.4593 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=12.7525% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,6.6826,4.28,-35.9531,-6.3683,FALLING,0.0159,0.0392,-0.0233,-0.0387,-0.0635,0.0248,-0.0581,-0.0379,-0.0202,-1.3077,-0.8619,-0.4458,BEARISH,45.9361,NEUTRAL,21.4593,21.3689,28.5576,BEARISH,WEAK,29325067.0,DISTRIBUTION,0.0262,NEUTRAL,12.7525,HIGH,12.75,3.205,-66.4314,33.5414,MID_RANGE,"FTCI: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-35.9531%, slope=FALLING. Extended support: PPO=BEARISH, RSI=45.9361, ADX=21.4593 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=12.7525% HIGH, 52W=MID_RANGE."
GCTS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"GCTS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=16.2643%, slope=FALLING. Extended support: PPO=BULLISH, RSI=69.2601, ADX=41.8979 BULLISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=8.1489% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=DISTRIBUTION,BULLISH_STRONG,BULLISH,HIGH,1.4339,1.6671,16.2643,-0.3116,FALLING,0.0168,0.0213,-0.0046,0.0365,0.0311,0.0054,0.0464,0.0376,0.0088,3.0855,2.5691,0.5164,BULLISH,69.2601,BULLISH,41.8979,41.8745,7.8457,BULLISH,STRONG,230812381.0,ACCUMULATION,-0.2263,DISTRIBUTION,8.1489,HIGH,2.47,0.9,-32.5061,85.2333,MID_RANGE,"GCTS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF distribution; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=16.2643%, slope=FALLING. Extended support: PPO=BULLISH, RSI=69.2601, ADX=41.8979 BULLISH/STRONG, OBV=ACCUMULATION, CMF=DISTRIBUTION, ATRP=8.1489% HIGH, 52W=MID_RANGE."
HIMX,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"HIMX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=133.5232%, slope=RISING. Extended support: PPO=BULLISH, RSI=86.1123, ADX=45.7351 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.8894% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=ACCUMULATION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,9.0227,21.07,133.5232,9.4626,RISING,0.7362,0.6119,0.1243,1.0987,0.7494,0.3493,1.1406,0.7016,0.4389,7.9545,5.2357,2.7189,BULLISH,86.1123,BULLISH,45.7351,54.753,5.414,BULLISH,STRONG,38792646.0,ACCUMULATION,0.0913,ACCUMULATION,6.8894,HIGH,21.6994,6.85,-2.9005,207.5912,NEAR_HIGH,"HIMX: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=133.5232%, slope=RISING. Extended support: PPO=BULLISH, RSI=86.1123, ADX=45.7351 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.8894% HIGH, 52W=NEAR_HIGH."
ICHR,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_SECURED,HOLD_WITH_RISK_CONTROL,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"ICHR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=102.4731%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.7764, ADX=32.1689 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.4107% HIGH, 52W=NEAR_HIGH.",BULL_STRUCTURE_SECURED,BULLISH,OBV=DISTRIBUTION;CMF=ACCUMULATION,BULLISH_STRONG,BULLISH,HIGH,37.8445,76.625,102.4731,21.3566,RISING,0.7568,0.6638,0.093,1.235,0.9203,0.3147,1.6577,1.4041,0.2536,2.3733,2.061,0.3123,BULLISH,69.7764,BULLISH,32.1689,30.2278,15.9918,BULLISH,STRONG,24572247.0,DISTRIBUTION,0.4564,ACCUMULATION,6.4107,HIGH,78.0,13.12,-1.7628,484.032,NEAR_HIGH,"ICHR: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=102.4731%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.7764, ADX=32.1689 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.4107% HIGH, 52W=NEAR_HIGH."
IMOS,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,BULL_STRUCTURE_PULLBACK_RISK,HOLD_WITH_RISK_CONTROL,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"IMOS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=72.5877%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.5733, ADX=30.3179 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.5259% HIGH, 52W=MID_RANGE.",BULL_STRUCTURE_PULLBACK_RISK,BULLISH,OBV=ACCUMULATION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,33.186,57.275,72.5877,11.47,RISING,0.0364,0.3114,-0.2749,1.7078,1.7849,-0.0771,2.1503,1.7846,0.3658,4.1207,3.5303,0.5904,BULLISH,67.5733,BULLISH,30.3179,43.2017,17.5454,BULLISH,STRONG,1273465.0,ACCUMULATION,0.0058,NEUTRAL,5.5259,HIGH,61.27,15.06,-6.5203,280.3121,MID_RANGE,"IMOS: L1=REGIME_UNSTABLE; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=72.5877%, slope=RISING. Extended support: PPO=BULLISH, RSI=67.5733, ADX=30.3179 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=5.5259% HIGH, 52W=MID_RANGE."
INDI,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BEARISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"INDI: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.4022%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.7231, ADX=38.1512 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.301% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BULLISH_STRONG,BULLISH,HIGH,3.7377,4.575,22.4022,1.0245,RISING,0.0085,-0.0109,0.0194,0.0394,0.0536,-0.0142,0.1379,0.1536,-0.0158,3.2519,3.7422,-0.4903,BEARISH,69.7231,BULLISH,38.1512,37.235,18.6843,BULLISH,STRONG,-232492447.0,DISTRIBUTION,0.0029,NEUTRAL,7.301,HIGH,6.05,2.29,-24.3802,99.7817,MID_RANGE,"INDI: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=22.4022%, slope=RISING. Extended support: PPO=BEARISH, RSI=69.7231, ADX=38.1512 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.301% HIGH, 52W=MID_RANGE."
IPGP,BULL_ZONE,REGIME_UNSTABLE,Full L2 assessment forced by settings,PRE_BULL_CROSSOVER,ACCUMULATION_WATCH,BULLISH,MEDIUM,EMA200|PRICE_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP,"IPGP: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.7288%, slope=RISING. Extended support: PPO=BEARISH, RSI=42.5886, ADX=16.2725 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.9405% HIGH, 52W=MID_RANGE.",PRE_BULL_CROSSOVER,BEARISH,OBV=DISTRIBUTION;CMF=NEUTRAL,BEARISH_WEAK,NEUTRAL,HIGH,98.5208,105.15,6.7288,4.0372,RISING,0.413,0.3927,0.0203,-1.4719,-1.9805,0.5086,-2.4901,-2.2958,-0.1943,-2.2675,-2.0621,-0.2054,BEARISH,42.5886,NEUTRAL,16.2725,21.5243,34.621,BEARISH,WEAK,13028129.0,DISTRIBUTION,-0.0112,NEUTRAL,7.9405,HIGH,155.82,59.04,-32.5183,78.0996,MID_RANGE,"IPGP: L1=REGIME_UNSTABLE; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators. Support profile: PPO bearish; OBV distribution; EMA200 structure supportive; high volatility risk. MACD states: 1D=BEARISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=6.7288%, slope=RISING. Extended support: PPO=BEARISH, RSI=42.5886, ADX=16.2725 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.9405% HIGH, 52W=MID_RANGE."
